Id,McKee,Ngatamariki,Te_Mihi,aniwhenua,arapuni,aratiatia,argyle_wairau,atiamuri,aviemore,benmore,clyde,coleridge,glenbrook_kilns,highbank,huntly_1_4,huntly_e3p,huntly_p40,kapuni,karapiro,kawerau_new,kinleith,manapouri,mangahao,maraetai,matahina,mokai,nap,ngawha,ohaaki,ohakuri,ohau_a,ohau_b,ohau_c,paerau,patea,poihipi,rangipo,rotokawa,roxburgh,southdown,stratford,te_apiti,te_rapa,te_rere_hau,te_uku,tehuka,tekapo_a,tekapo_b,tokaanu,twf_12,twf_3,waikaremoana,waipapa,waipori,wairakei,waitaki,west_wind,whakamaru,whareroa,wheao_flaxy,whirinaki,white_hill,Price
105,0.0,43078.0,80433.0,3574.27,10490.0,7850.0,0.0,2470.0,23417.0,51977.0,108051.0,19421.0,37726.41,10774.2474,55252.0,183804.0,0.0,7428.0,19680.0,53806.0,17174.0,276138.0,0.0,7700.0,9350.0,40720.0,67951.0,12324.66,20615.0,0.0,73261.0,62565.0,62524.0,0.0,2795.5,20988.0,21654.0,15650.56,37636.5,0.0,0.0,328.0,0.0,1340.69,25044.3445,11598.7645,0.0,36998.0,0.0,2187.2239,7442.64,2978.0,4900.0,8876.423200000001,69005.0,13604.5,10189.5,10830.0,5503.0,2522.0,0.0,901.6401,88.38
106,22633.0,43365.0,80927.0,3511.58,9667.0,12920.0,0.0,7440.0,23378.0,56302.0,48223.0,18476.0,31157.36,9883.888,155604.0,127793.0,0.0,1965.0,19350.0,50172.0,18013.0,215148.0,0.0,18990.0,5882.0,51090.0,68045.0,11995.36,19924.0,0.0,71635.0,60024.0,59465.0,512.81,2153.0,0.0,21688.0,13679.43,47516.5,0.0,153741.0,31501.0,0.0,57.01,4216.0499,12403.7175,0.0,73250.0,0.0,9906.9608,15871.56,2949.0,10500.0,8430.3606,70382.0,12327.5,24427.0,3990.0,4152.0,2301.0,0.0,16722.2606,100.51
107,0.0,43076.0,80581.0,5174.76,16886.5,8330.0,2970.0,8270.0,75239.0,111995.0,154997.0,19459.0,31756.35,10149.3602,92977.0,191282.0,0.0,0.0,19670.0,53594.0,16524.0,367508.0,0.0,37290.0,9393.0,46466.0,67919.0,11578.87,20366.0,13140.0,99545.0,87231.0,86844.0,2175.36,6423.0,20783.0,21782.0,15103.43,58466.0,476.0,0.0,0.0,0.0,0.0,0.0,12244.1232,0.0,37403.0,1030.0,0.0,258.29,3027.0,10490.0,2279.5057,68369.0,15358.0,2243.0,10830.0,1874.0,2581.0,0.0,18640.542,42.43
108,0.0,43221.0,81375.0,4080.4,9299.0,13320.0,0.0,0.0,21326.0,100525.0,130092.0,17252.0,26398.47,10888.192,40942.0,174506.0,0.0,6642.0,19740.0,53765.0,15225.0,332513.0,0.0,18910.0,9371.0,45744.0,67569.0,12091.84,20572.0,0.0,76729.0,46941.0,46664.0,956.12,4220.0,20997.0,21650.0,15770.92,28582.5,0.0,0.0,4244.0,0.0,670.28,24341.917999999998,12346.3477,0.0,37150.0,0.0,270.36275,6310.94,2978.0,3820.0,6902.0359,69061.0,14863.5,0.0,15350.0,4362.0,2554.0,0.0,9.8614,122.32
109,45942.0,43164.0,81248.0,5647.14,20575.0,10710.0,5255.0,18050.0,75407.0,163662.0,103080.0,18415.0,44953.34,10278.4164,244805.0,191171.0,20266.0,2540.0,18790.0,53801.0,9935.0,306588.0,0.0,58640.0,16770.0,48095.0,67247.0,11925.45,19466.0,24530.0,87142.0,75108.0,74180.0,1894.52,7133.0,0.0,29633.0,13092.09,38976.0,476.0,224462.0,75.0,21128.8578,126.69,26114.8934,11654.1411,13510.0,74234.0,62120.0,56.09545,4142.7,11130.5,14330.0,13166.3909,69847.0,16089.5,3564.5,27640.0,4187.0,4920.0,0.0,0.0,180.0
110,22780.0,43453.0,81437.0,5074.5,24267.0,24960.0,5225.0,27680.0,65805.0,201120.0,164608.0,5497.0,43082.44,11331.2402,225023.0,192347.0,0.0,7205.0,30280.0,53891.0,18851.0,277985.0,0.0,61460.0,9365.0,44827.0,68100.0,12030.08,20879.0,39900.0,108247.0,99150.0,98417.0,1296.19,10328.5,21042.0,21850.0,14022.74,59881.0,0.0,99593.0,150.0,0.0,81.79,4203.0853,12050.9797,0.0,37602.0,0.0,76.8126,1355.69,7479.5,16160.0,19349.7898,69461.0,18547.5,820.0,39600.0,8644.0,2430.0,0.0,5376.6513,302.77
111,47971.0,43290.0,81848.0,7028.01,16274.0,11120.0,0.0,10790.0,49621.0,144432.0,100662.0,18456.0,42610.35,9419.2798,157325.0,196562.0,0.0,7938.0,21740.0,51716.0,12067.0,166429.0,2772.0,27450.0,9314.0,46590.0,68007.0,12117.0,19813.0,6470.0,99646.0,70365.0,69950.0,0.0,5974.5,0.0,21654.0,13248.56,45825.0,476.0,152666.0,12377.0,0.0,0.0,4304.4321,12408.1603,0.0,36850.0,17983.0,5639.05545,,3054.5,7290.0,1626.1989999999998,69785.0,15644.5,3982.5,8290.0,10541.0,2400.0,0.0,0.0,75.35
112,23770.0,43437.0,81837.0,7102.22,28029.0,26970.0,3034.0,24970.0,79276.0,209792.0,166768.0,19397.0,30472.62,10892.21,227023.0,197263.0,21422.0,7046.0,36880.0,53805.0,15381.0,332160.0,0.0,57210.0,9362.0,46023.0,68088.0,12464.59,19946.0,38400.0,111628.0,93645.0,93255.0,2778.04,4606.0,21074.0,29809.0,14631.1,58604.0,0.0,86380.0,19297.0,21158.4988,6463.53,0.0,13919.2235,0.0,37153.0,61244.0,8757.8281,19757.39,10064.0,13440.0,21003.7878,69675.0,21624.0,31486.0,41480.0,8178.0,4970.0,0.0,21228.3309,116.85
113,23535.0,43376.0,81642.0,7169.96,28119.0,24060.0,5252.0,19120.0,74040.0,183416.0,165913.0,18432.0,44813.85,11027.7636,244500.0,198060.0,21651.0,3360.0,28940.0,50155.0,18375.0,220792.0,0.0,68300.0,9332.0,51493.0,68075.0,11950.37,20315.0,24980.0,104565.0,90189.0,89493.0,721.88,12408.0,0.0,21649.0,13717.0,49958.5,0.0,262636.0,2082.0,0.0,0.0,3964.5591,12608.3845,0.0,38000.0,63381.0,702.6678999999998,,10040.5,20490.0,19363.6533,70173.0,16335.0,930.5,42850.0,9498.0,4930.0,0.0,21625.2178,470.12
114,0.0,43220.0,81045.0,3888.12,18139.0,10020.0,0.0,0.0,49107.0,145309.0,104195.0,19458.0,36460.39,10782.3422,66105.0,172712.0,0.0,6979.0,19660.0,53760.0,15552.0,221318.0,0.0,5820.0,5941.0,45240.0,67953.0,12378.1,20707.0,0.0,74518.0,46898.0,46090.0,0.0,4414.5,21023.0,21830.0,16351.09,29528.0,0.0,0.0,12775.0,0.0,5394.99,7894.4012,12121.5888,0.0,37300.0,0.0,5031.9958000000015,21552.21,2993.5,5230.0,1875.1741,69434.0,16878.5,13718.5,10570.0,7369.0,2714.0,0.0,3131.1865,100.93
115,45730.0,43189.0,82211.0,6339.89,22647.0,11390.0,5284.0,8880.0,76547.0,159809.0,157103.0,18934.0,44729.72,10143.9114,120475.0,193307.0,22064.0,7193.0,19430.0,53911.0,18309.0,221685.0,0.0,63970.0,9449.0,44506.0,67986.0,12266.24,20339.0,11990.0,109432.0,90072.0,88743.0,0.0,12284.0,0.0,42918.0,12377.47,49626.5,0.0,176235.0,27253.0,0.0,5428.66,21220.1937,12600.2526,0.0,38108.0,98792.0,8119.6934999999985,16172.93,21105.5,18400.0,17993.7555,69211.0,18670.0,23475.5,29770.0,9010.0,4936.0,0.0,3804.7505,130.62
116,44973.0,43221.0,81033.0,10018.97,29095.0,21130.0,1661.0,25290.0,50489.0,163135.0,152686.0,18398.0,45337.36,11281.8678,247737.0,190206.0,20927.0,7378.0,30230.0,53692.0,16707.0,306830.0,0.0,74660.0,18032.0,49293.0,67405.0,12105.51,19671.0,34010.0,78549.0,48564.0,48436.0,2812.62,9887.5,0.0,30037.0,13082.63,49718.5,476.0,267069.0,38953.0,20988.8326,11106.36,31171.8033,11651.3643,13423.0,74288.0,108112.0,14329.26465,31449.95,25816.0,21320.0,26613.8366,69910.0,10144.5,12772.0,42790.0,4284.0,4916.0,11692.0,7821.3244,404.9
117,0.0,42960.0,80168.0,7324.3,20232.5,12860.0,0.0,10420.0,46757.0,132335.0,100781.0,18758.0,32844.68,8295.572599999998,21084.0,176993.0,0.0,0.0,19240.0,53549.0,17999.0,269912.0,4060.0,8970.0,16716.0,43557.0,70287.0,11619.49,18452.0,18600.0,62337.0,44455.0,44582.0,937.69,7255.0,20843.0,0.0,12532.02,58264.0,0.0,0.0,19722.0,0.0,4398.59,13146.4608,11837.5956,0.0,37995.0,39521.0,6424.344,16368.73,3068.0,11270.0,5184.6749,68135.0,14639.5,7933.0,0.0,1255.0,3384.0,0.0,1666.9828,38.44
118,0.0,42721.0,80676.0,5227.97,16558.5,11830.0,4968.0,8620.0,79433.0,152705.0,147520.0,15871.0,24547.8,9096.2718,57479.0,169914.0,19986.0,6957.0,20770.0,50660.0,17879.0,369250.0,0.0,46890.0,9388.0,46806.0,70417.0,11735.23,20115.0,13430.0,106247.0,88917.0,89163.0,0.0,2735.0,20867.0,24585.0,12404.04,40264.5,0.0,0.0,33789.0,0.0,19703.53,17032.2945,10960.2486,0.0,37400.0,23533.0,7853.59495,35745.24,9905.5,10330.0,8090.7777,68000.0,12916.0,20782.0,18490.0,1208.0,2906.0,0.0,18769.1205,33.92
119,0.0,43015.0,80623.0,5066.03,22412.0,11880.0,2915.0,25920.0,77808.0,203864.0,105140.0,19235.0,27961.81,8909.699399999998,89619.0,173382.0,19910.0,6738.0,19820.0,53786.0,16992.0,333444.0,0.0,37900.0,9311.0,47164.0,70562.0,11516.68,19585.0,26910.0,51658.0,47418.0,47124.0,1201.91,1521.0,20861.0,21633.0,12246.55,48399.5,0.0,25784.0,33020.0,0.0,14069.75,255.7169,11636.5384,0.0,36759.0,0.0,14521.02605,28414.1,3049.5,10110.0,3610.7449,68339.0,17436.0,28794.0,14340.0,2916.0,2605.0,0.0,16863.3309,66.47
120,23068.0,43162.0,80775.0,3574.71,12353.0,12070.0,0.0,0.0,66336.0,160181.0,103219.0,14748.0,44868.3,9907.58,98000.0,190061.0,0.0,7414.0,19200.0,53796.0,17828.0,182705.0,0.0,19010.0,9334.0,45316.0,68249.0,11981.0,20049.0,0.0,76511.0,59340.0,58671.0,590.89,3888.5,20968.0,21832.0,13438.9,49707.5,0.0,0.0,13690.0,0.0,3533.41,30300.0,11210.2,0.0,38252.0,0.0,6696.1,15751.4,3040.0,9460.0,14146.55,69739.0,18498.5,2765.0,13950.0,7686.0,2329.0,0.0,22813.8,89.15
121,45486.0,43374.0,81906.0,5073.39,17574.5,13770.0,0.0,17760.0,74297.0,162591.0,154405.0,18777.0,38059.87,9904.419000000002,206059.0,170412.0,21425.0,7533.0,20200.0,51517.0,0.0,244551.0,0.0,41550.0,9389.0,43769.0,67774.0,10619.93,19960.0,38780.0,110599.0,90458.0,89350.0,946.39,8726.0,0.0,29643.0,13448.92,39088.5,0.0,168278.0,20389.0,12849.5451,0.0,3415.7326,6786.1337,0.0,36716.0,0.0,12216.4315,,2944.0,10640.0,7863.0399,69731.0,14788.0,12183.0,31050.0,9554.0,2438.0,0.0,23733.1808,123.2
122,23279.0,43398.0,81652.0,4439.09,17549.0,12270.0,0.0,0.0,25005.0,166500.0,109913.0,17292.0,31610.8,10637.4,79142.0,194276.0,0.0,6774.0,19630.0,53802.0,15976.0,331040.0,0.0,12170.0,9370.0,46632.0,68021.0,12239.4,20428.0,0.0,47884.0,47393.0,47465.0,1538.88,2644.5,21067.0,21659.0,16298.2,45441.0,0.0,0.0,2.0,0.0,40.66,9285.71,13611.4,0.0,37153.0,0.0,495.13,4071.09,3011.5,6110.0,5933.76,69144.0,19288.0,4110.0,11840.0,1526.0,2474.0,0.0,14413.6,96.38
123,22234.0,43177.0,80497.0,5159.77,19933.0,8320.0,2979.0,16790.0,71747.0,187231.0,151035.0,19200.0,32427.47,11132.8686,59163.0,189198.0,19859.0,7133.0,20160.0,53799.0,16075.0,367763.0,0.0,17610.0,9388.0,47167.0,67823.0,11490.57,13896.0,21670.0,50332.0,42239.0,41862.0,1982.35,2051.5,20884.0,21656.0,15169.39,59317.5,0.0,0.0,2.0,0.0,0.0,10056.6887,11970.2851,0.0,37198.0,0.0,62.5245,1545.11,2979.5,3260.0,2449.3641,68384.0,14851.5,14658.0,11850.0,1543.0,2481.0,0.0,3132.0665,44.42
124,23809.0,43478.0,82139.0,3571.78,10866.5,26940.0,0.0,25270.0,79546.0,157305.0,152189.0,19399.0,30793.37,10530.639,207623.0,199572.0,997.0,7179.0,20650.0,53842.0,15262.0,277379.0,0.0,40340.0,5941.0,46411.0,68036.0,12481.45,20471.0,37740.0,101102.0,73245.0,72455.0,1067.8,4100.0,21073.0,21864.0,14897.56,51382.0,0.0,51905.0,25130.0,0.0,6917.86,95.2446,14268.053999999998,0.0,37156.0,0.0,10447.9875,20953.99,2943.5,8270.0,15744.9733,70084.0,21581.5,31399.5,38560.0,8294.0,2382.0,0.0,22884.854,94.84
125,45285.0,43221.0,80729.0,4932.93,21892.5,21030.0,2990.0,1820.0,72121.0,142880.0,160912.0,19184.0,33798.18,10887.0062,91121.0,192532.0,20689.0,7242.0,19710.0,53819.0,16624.0,331991.0,0.0,39610.0,9376.0,49310.0,67923.0,11992.99,20004.0,7690.0,100354.0,91413.0,91301.0,2279.97,2611.0,20880.0,21819.0,15634.18,69260.0,0.0,0.0,0.0,0.0,0.0,9270.8467,12805.8221,0.0,37198.0,23327.0,0.0,0.0,2861.0,13610.0,2055.9102000000007,68757.0,14886.5,10969.0,20320.0,1788.0,2617.0,0.0,11231.2539,45.55
126,46417.0,43090.0,82013.0,8685.319999999998,27926.0,7840.0,5352.0,9560.0,22863.0,92883.0,154599.0,18441.0,45496.71,10052.203,148031.0,190735.0,21076.0,0.0,26590.0,53700.0,13770.0,277430.0,698.0,27540.0,18584.0,49283.0,67573.0,12009.37,19208.0,14040.0,60452.0,51017.0,50522.0,0.0,3287.5,0.0,29802.0,13099.12,39296.5,52.0,199581.0,33042.0,0.0,13826.43,29198.3363,11685.2309,13270.0,72959.0,109498.0,13348.9232,31955.11,3010.0,10110.0,507.0,69820.0,10629.5,31716.0,25360.0,4319.0,5717.0,0.0,0.0,110.43
127,20467.0,43306.0,82139.0,5250.04,16800.5,11370.0,782.0,9080.0,82091.0,160424.0,94461.0,19145.0,37076.03,10151.9572,119525.0,194294.0,0.0,0.0,19350.0,53874.0,13161.0,127654.0,4011.0,36370.0,9373.0,39187.0,67719.0,12552.36,20413.0,0.0,107885.0,81263.0,81112.0,1157.51,10645.0,0.0,32323.0,12133.46,47372.0,0.0,136648.0,124.0,0.0,1109.53,6909.0945,13295.6822,0.0,36885.0,21260.0,651.55555,7133.59,3114.0,11650.0,3984.1638,69775.0,18665.0,31255.5,14860.0,6364.0,2383.0,0.0,0.0,62.91
128,46887.0,43166.0,80715.0,10901.94,36404.5,15070.0,5285.0,21810.0,51889.0,155061.0,213568.0,18025.0,36802.85,10536.7052,244254.0,190664.0,20930.0,2870.0,27080.0,53857.0,7106.0,221592.0,0.0,50850.0,37498.0,49680.0,67265.0,12061.48,19538.0,26700.0,73125.0,74528.0,73752.0,5018.79,13021.5,0.0,46490.0,13238.04,59864.0,0.0,166632.0,16498.0,0.0,9849.72,3158.6827,11839.3014,13259.0,74476.0,91905.0,7719.3364999999985,18063.79,30676.0,15340.0,25387.7502,69280.0,14910.0,27175.5,38270.0,11157.0,4979.0,0.0,4590.0314,310.0
129,23355.0,43372.0,81600.0,5077.08,22452.5,10940.0,0.0,17410.0,76676.0,152775.0,199979.0,13337.0,42982.07,9936.4552,119082.0,193669.0,21039.0,6815.0,19120.0,53853.0,18354.0,276041.0,0.0,57610.0,9368.0,45029.0,68074.0,12216.72,20144.0,23820.0,104285.0,83998.0,83633.0,0.0,3953.0,21030.0,21850.0,14210.11,49629.0,0.0,67455.0,11641.0,0.0,5122.13,15778.4249,12076.1392,0.0,38302.0,14628.0,5500.0483,21292.54,7376.0,13850.0,21103.2548,69747.0,18502.0,12676.0,33280.0,7855.0,2281.0,0.0,518.5696,180.93
130,22820.0,43054.0,80336.0,5019.66,28219.5,7860.0,5312.0,18440.0,51185.0,131724.0,110243.0,13371.0,42233.22,8924.830599999998,246606.0,190219.0,21925.0,1776.0,19800.0,35663.0,17971.0,308323.0,0.0,58600.0,9359.0,45876.0,67520.0,11571.54,19643.0,27700.0,75535.0,48866.0,48698.0,3006.9,9569.0,0.0,21638.0,12552.76,40093.0,0.0,267184.0,18517.0,16543.4392,5789.99,17446.1139,11265.9203,0.0,73305.0,28801.0,5657.6578,18110.86,18947.5,22370.0,14420.7103,67353.0,14404.5,29465.0,41660.0,4127.0,2273.0,13907.0,3408.3418,455.18
131,22969.0,42941.0,80493.0,7059.29,17645.0,7850.0,3952.0,1790.0,23447.0,65614.0,102550.0,18443.0,46552.03,10007.9658,244331.0,190664.0,0.0,876.0,18770.0,53535.0,12354.0,307265.0,377.0,28630.0,16767.0,47581.0,67283.0,11767.11,19228.0,0.0,47717.0,42420.0,42013.0,0.0,914.5,0.0,21644.0,12411.3,29537.5,0.0,199497.0,37376.0,0.0,16824.61,29520.6928,10103.9751,0.0,74002.0,17920.0,15426.8647,35789.96,3535.5,6150.0,5060.8746,69384.0,10616.0,22995.5,11850.0,1696.0,2535.0,0.0,823.3935,113.68
132,44740.0,43205.0,81197.0,6074.76,18122.0,19270.0,4217.0,3570.0,48071.0,73516.0,103522.0,18395.0,44039.60000000001,10398.731,236438.0,191688.0,20931.0,3509.0,26790.0,53704.0,17018.0,221973.0,0.0,9710.0,9462.0,49048.0,67415.0,12072.61,19310.0,5010.0,77817.0,60570.0,60656.0,528.37,2209.0,0.0,21839.0,13225.24,39214.5,0.0,198351.0,38321.0,0.0,13678.84,31029.5486,11776.3681,13443.0,74310.0,13381.0,13989.2842,34833.44,10141.0,6490.0,11089.3578,69710.0,10207.5,9803.5,14900.0,4241.0,2394.0,0.0,11981.1862,113.92
133,42271.0,43188.0,80960.0,5400.27,22538.5,7250.0,5323.0,9180.0,75680.0,191732.0,153909.0,18295.0,46030.99000000001,10539.9392,240987.0,187552.0,0.0,7656.0,19000.0,53187.0,17712.0,220349.0,0.0,40930.0,9432.0,48878.0,67057.0,11440.18,19635.0,13740.0,54124.0,44955.0,44624.0,0.0,4013.5,0.0,21645.0,13068.99,35700.5,361.0,164311.0,18046.0,0.0,6138.33,28368.4365,11724.9683,13381.0,74352.0,0.0,5130.30935,18908.81,18652.5,14280.0,13813.1003,69743.0,14303.5,256.5,15520.0,6583.0,2289.0,0.0,0.0,161.23
134,23044.0,43028.0,81067.0,5017.86,20025.5,18950.0,0.0,11280.0,74968.0,210583.0,153136.0,19405.0,38828.91,10490.1552,209495.0,192275.0,0.0,7404.0,20740.0,53785.0,14254.0,277117.0,0.0,54800.0,9379.0,43478.0,67885.0,11921.19,20534.0,25280.0,112888.0,97032.0,96772.0,1021.25,3972.0,20994.0,21847.0,15369.82,39889.0,0.0,51177.0,14199.0,0.0,4972.75,0.6616,12180.5057,0.0,37450.0,0.0,4240.8573,16807.84,3059.0,13930.0,14390.4076,56899.0,19118.0,8287.0,24230.0,7917.0,2479.0,0.0,0.0,132.11
135,23397.0,43356.0,81600.0,6176.34,39157.5,25060.0,5391.0,31400.0,81551.0,223986.0,204120.0,5501.0,40592.36,11719.3104,236597.0,193179.0,20096.0,7016.0,44060.0,53817.0,16453.0,307156.0,0.0,92780.0,17211.0,47374.0,68114.0,12215.12,19951.0,39510.0,119128.0,99647.0,98568.0,2616.35,10771.5,21041.0,21813.0,14275.83,70433.0,476.0,96440.0,77.0,20898.4963,162.32,0.0,12380.5514,0.0,38204.0,86946.0,170.38745,4065.53,11531.0,19650.0,19189.6473,69830.0,18555.5,0.0,44440.0,8357.0,7368.0,0.0,0.0,421.69
136,23291.0,43211.0,80650.0,8565.790000000003,17166.0,8290.0,4956.0,17350.0,45845.0,185199.0,168505.0,19475.0,39531.73,9906.6926,110028.0,192275.0,20419.0,0.0,20100.0,53836.0,16511.0,368221.0,163.0,55160.0,9399.0,50086.0,68100.0,12070.94,20128.0,24860.0,102987.0,89498.0,89338.0,2283.27,8279.0,20978.0,21815.0,16033.79,68684.0,0.0,48315.0,0.0,0.0,0.0,649.2846,13007.1273,0.0,37001.0,70614.0,0.01015,202.19,6850.0,11460.0,10006.7609,68825.0,15413.0,3329.5,28330.0,2079.0,4979.0,0.0,17978.2255,80.86
137,44010.0,43348.0,82265.0,7404.859999999998,27436.5,25930.0,3179.0,32710.0,75361.0,164883.0,195610.0,18926.0,43613.22,9895.4128,241791.0,195092.0,20930.0,8291.0,19210.0,52534.0,17167.0,305667.0,0.0,60770.0,17201.0,44595.0,67281.0,10797.16,20207.0,39950.0,107160.0,95288.0,94344.0,2655.5,11700.5,0.0,29751.0,12651.04,70012.0,0.0,190729.0,38680.0,21507.9455,15146.96,22780.0487,11203.5126,0.0,37896.0,107373.0,15403.96375,35711.66,13955.5,17860.0,15599.9935,69719.0,18557.0,754.5,44180.0,10410.0,4964.0,0.0,25033.6744,128.36
138,45719.0,43217.0,82200.0,7935.6,22484.0,11270.0,5237.0,8740.0,49891.0,158051.0,202094.0,18933.0,44139.58,10152.3198,124925.0,194291.0,22333.0,7207.0,19200.0,53906.0,17970.0,220362.0,0.0,80510.0,9459.0,44371.0,67491.0,12304.78,20033.0,11670.0,111795.0,85844.0,84399.0,0.0,12416.0,0.0,43683.0,12391.63,49224.5,476.0,180148.0,26907.0,0.0,7424.7,24039.191000000003,12931.9267,0.0,38101.0,105151.0,10289.6578,20851.03,21387.5,19490.0,19973.7698,69172.0,18533.5,27074.0,29510.0,9022.0,4928.0,0.0,6260.0397,129.59
139,25618.0,43167.0,81036.0,4310.38,26236.0,23410.0,0.0,9110.0,68108.0,159944.0,173236.0,19455.0,37545.24000000001,10889.1132,107599.0,175364.0,20861.0,6939.0,32600.0,53779.0,17651.0,364972.0,0.0,26960.0,9365.0,45428.0,67481.0,12099.24,20668.0,11080.0,108061.0,90405.0,89794.0,1596.01,2576.0,21012.0,21738.0,15501.43,62334.5,0.0,1263.0,11901.0,0.0,4916.21,30532.0372,12284.1185,0.0,37147.0,20004.0,2823.30005,18178.48,3202.5,11660.0,10601.1153,69014.0,18410.0,0.0,25120.0,4712.0,2526.0,0.0,21638.4639,77.96
140,0.0,43331.0,81541.0,3569.75,20269.0,24200.0,0.0,7160.0,49177.0,129109.0,150434.0,19413.0,44103.89,10892.2492,177514.0,197272.0,0.0,6972.0,27230.0,53828.0,15420.0,221446.0,0.0,23410.0,9369.0,45049.0,67444.0,12422.86,19566.0,0.0,111757.0,93105.0,92721.0,1249.98,2686.5,21013.0,21830.0,16163.99,48817.5,0.0,0.0,2040.0,0.0,2119.9,3850.702,12096.3401,0.0,37253.0,0.0,1127.57555,5364.51,3015.0,9200.0,10437.5255,61002.0,18072.5,19888.0,7600.0,5306.0,2528.0,0.0,0.0,87.26
141,23051.0,43406.0,81489.0,6330.56,27502.0,12130.0,5057.0,20490.0,81693.0,222788.0,213496.0,19156.0,42673.01,10880.8616,118789.0,195199.0,20922.0,7058.0,20210.0,53877.0,15307.0,306487.0,0.0,56900.0,9384.0,44226.0,68018.0,12494.71,20471.0,32630.0,118167.0,101070.0,100560.0,0.0,4910.0,21060.0,29755.0,14391.28,58541.5,0.0,88495.0,32316.0,0.0,11628.14,27084.3524,13128.4122,0.0,37199.0,43779.0,11212.1609,32124.63,29904.0,15310.0,14979.0295,69714.0,21584.0,5412.5,45910.0,8203.0,2843.0,0.0,5287.2661,218.81
142,0.0,43283.0,81042.0,4294.12,6685.0,8480.0,0.0,0.0,24750.0,110148.0,51720.0,19177.0,33301.759999999995,10042.5892,0.0,175888.0,0.0,0.0,20510.0,53849.0,16141.0,280270.0,0.0,13930.0,9418.0,51162.0,68029.0,12113.32,20327.0,0.0,51472.0,49686.0,49265.0,2411.75,7741.5,20995.0,21835.0,16270.4,39803.5,0.0,0.0,0.0,0.0,0.0,4996.8068,13238.5504,0.0,37112.0,0.0,0.0,585.55,2959.5,3590.0,2669.0728,69039.0,15011.0,14354.0,0.0,1992.0,2532.0,0.0,13345.3729,56.79
143,22847.0,43059.0,79867.0,6149.25,22591.5,11300.0,957.0,7460.0,75951.0,197989.0,158167.0,14745.0,31562.46,10403.288,116176.0,189672.0,20517.0,7519.0,19210.0,53276.0,17249.0,245532.0,0.0,57270.0,9309.0,43446.0,67529.0,11991.37,20389.0,7490.0,105224.0,99085.0,98046.0,0.0,3890.5,20861.0,21636.0,12998.73,64833.0,0.0,94368.0,38662.0,0.0,15347.0,21193.2771,10334.0892,0.0,36708.0,38998.0,15320.62245,36233.46,16398.5,12690.0,16435.7879,69015.0,18591.0,4554.5,20670.0,7671.0,4739.0,0.0,12791.0562,160.59
144,23749.0,43427.0,82124.0,3929.78,14139.5,13340.0,0.0,0.0,59204.0,139906.0,2989.0,5502.0,35651.43,9907.045400000005,63649.0,195682.0,0.0,7049.0,18730.0,53992.0,18534.0,99387.0,0.0,17490.0,9464.0,47721.0,68166.0,12307.54,20538.0,0.0,114687.0,92567.0,91148.0,700.37,4864.0,21032.0,21656.0,14641.21,50194.5,0.0,44850.0,14349.0,0.0,2487.43,2091.6884,12565.0572,0.0,37052.0,0.0,5307.3237,10861.19,3086.0,5780.0,12262.3791,70204.0,18567.5,14235.0,0.0,8182.0,2426.0,0.0,8106.3587,96.04
145,0.0,43136.0,80976.0,5349.85,18488.0,8310.0,3347.0,8250.0,78201.0,181220.0,166509.0,17731.0,32317.74,9909.6032,95633.0,170163.0,20934.0,6830.0,20210.0,52144.0,17735.0,331237.0,1319.0,43230.0,9391.0,50003.0,67665.0,12136.76,20549.0,13480.0,74035.0,70239.0,70286.0,2903.78,7842.0,20958.0,21783.0,16120.8,39863.5,0.0,0.0,2386.0,0.0,251.58,6474.8952,12987.4222,0.0,37202.0,0.0,1263.96025,4416.85,3124.5,8080.0,9056.1356,69027.0,15108.5,0.0,15240.0,1805.0,2874.0,0.0,15774.479,73.52
146,22255.0,42938.0,80075.0,6125.99,22639.5,11340.0,755.0,18370.0,72215.0,213965.0,160110.0,19136.0,34077.54,9792.4638,210975.0,190417.0,0.0,7210.0,19290.0,53509.0,16488.0,278284.0,0.0,50530.0,9398.0,36225.0,67545.0,11447.49,19849.0,27510.0,84697.0,74384.0,73569.0,973.23,2956.5,0.0,22659.0,0.0,55392.0,0.0,171603.0,21899.0,0.0,8767.49,22831.8279,12030.9573,0.0,37895.0,20187.0,8089.1342,16836.33,3216.5,11260.0,21351.6886,68810.0,18604.5,13143.0,31240.0,5978.0,2326.0,0.0,4422.0109999999995,125.29
147,0.0,43326.0,82072.0,7758.67,6092.0,24580.0,5499.0,0.0,21001.0,70998.0,51801.0,18766.0,31422.99,8676.959199999998,40549.0,180339.0,0.0,7062.0,23120.0,53901.0,15071.0,332399.0,5962.0,13550.0,9394.0,46746.0,71161.0,12463.79,19800.0,0.0,27816.0,22076.0,22161.0,474.98,8956.0,21143.0,31198.0,13151.55,40137.5,402.0,0.0,0.0,0.0,0.0,16925.6455,13545.3229,0.0,37698.0,0.0,0.0,0.0,3038.5,3780.0,15343.2579,69616.0,16133.5,27796.0,0.0,2280.0,3395.0,0.0,18135.7364,114.89
