Id,McKee,Ngatamariki,Te_Mihi,aniwhenua,arapuni,aratiatia,argyle_wairau,atiamuri,aviemore,benmore,clyde,coleridge,glenbrook_kilns,highbank,huntly_1_4,huntly_e3p,huntly_p40,kapuni,karapiro,kawerau_new,kinleith,manapouri,mangahao,maraetai,matahina,mokai,nap,ngawha,ohaaki,ohakuri,ohau_a,ohau_b,ohau_c,paerau,patea,poihipi,rangipo,rotokawa,roxburgh,southdown,stratford,te_apiti,te_rapa,te_rere_hau,te_uku,tehuka,tekapo_a,tekapo_b,tokaanu,twf_12,twf_3,waikaremoana,waipapa,waipori,wairakei,waitaki,west_wind,whakamaru,whareroa,wheao_flaxy,whirinaki,white_hill
1879,22424.0,42904.0,79046.0,3626.09,3423.0,12810.0,0.0,0.0,24748.0,91048.0,0.0,19149.0,34977.29,10401.1614,44346.0,172849.0,0.0,6951.0,22350.0,53542.0,15249.0,166013.0,0.0,9610.0,5946.0,43730.0,67337.0,11530.73,19513.0,0.0,117037.0,100731.0,99998.0,576.53,4449.5,20736.0,21655.0,13458.26,49355.5,0.0,0.0,7875.0,0.0,1668.38,25387.6338,12137.9717,0.0,37204.0,0.0,1438.05025,12744.21,2904.0,4890.0,5240.3604,68494.0,18579.0,1254.5,0.0,7485.0,2777.0,0.0,9888.8647
1880,23153.0,42897.0,80949.0,5034.74,34005.0,23720.0,0.0,12620.0,76046.0,211115.0,159808.0,19407.0,45638.47,10391.528,233665.0,194598.0,0.0,7339.0,29600.0,53664.0,14478.0,277910.0,0.0,46660.0,9355.0,43117.0,67364.0,11903.84,20328.0,24320.0,113105.0,96894.0,96468.0,960.77,3902.0,20896.0,21847.0,15117.41,56021.5,0.0,51892.0,5554.0,0.0,5036.31,2772.9648,11543.5368,0.0,37454.0,0.0,5742.82145,14581.79,2991.5,15300.0,15361.3267,56501.0,19169.5,8331.5,28230.0,7892.0,2479.0,0.0,184.2983
1881,46455.0,43196.0,81492.0,4317.42,16886.0,11280.0,620.0,27470.0,65359.0,190560.0,145881.0,19138.0,45590.25,10935.2124,177965.0,193271.0,0.0,7038.0,19550.0,53807.0,17541.0,221028.0,1.0,50500.0,9999.0,40022.0,67591.0,12217.32,19728.0,38130.0,100334.0,71745.0,70955.0,676.04,11041.5,0.0,32011.0,12093.38,59773.5,0.0,199880.0,6979.0,0.0,2164.42,6530.5747,12858.3029,0.0,37800.0,103405.0,2609.24235,12908.92,9926.0,12460.0,19517.4616,69541.0,18524.5,1443.5,39860.0,6559.0,2371.0,0.0,18063.6703
1882,46643.0,43283.0,81633.0,8467.7,35963.5,7630.0,5354.0,16090.0,70839.0,113704.0,224158.0,18014.0,44529.74000000001,11202.4094,231899.0,192288.0,20929.0,3452.0,22410.0,53699.0,15925.0,220578.0,1.0,85300.0,38530.0,48998.0,67513.0,12158.3,20096.0,22040.0,109010.0,96233.0,95552.0,5379.35,10919.0,0.0,43468.0,13545.84,36917.0,0.0,195638.0,15210.0,0.0,4185.09,9202.854300000005,11957.3236,13344.0,74394.0,86611.0,5328.4681500000015,13579.68,31168.5,12360.0,23451.8838,69581.0,14100.0,4763.0,35220.0,8274.0,5419.0,0.0,1970.1266
1883,0.0,43355.0,81630.0,7497.729999999998,21544.0,23720.0,2297.0,25600.0,75708.0,203750.0,161119.0,19177.0,33044.57,10647.896,79927.0,181869.0,20913.0,6934.0,19840.0,53807.0,17176.0,333339.0,0.0,23930.0,9375.0,49188.0,68000.0,12056.57,20747.0,35920.0,67620.0,72186.0,71616.0,2332.12,4365.5,20965.0,21820.0,16292.94,45634.0,0.0,0.0,0.0,0.0,71.21,5668.3573,13198.4857,0.0,37158.0,0.0,198.50835,4475.32,3007.0,7120.0,9183.5867,69158.0,19414.5,11085.0,36860.0,1562.0,2529.0,0.0,808.4162
1884,0.0,43223.0,81250.0,3930.1,9289.5,13310.0,0.0,0.0,20234.0,66194.0,56992.0,17251.0,27045.64,10891.0046,42460.0,173483.0,0.0,6632.0,19760.0,53841.0,15436.0,332397.0,0.0,24620.0,9374.0,45885.0,67019.0,12065.33,20513.0,0.0,76978.0,48502.0,48409.0,933.21,6556.5,20993.0,21654.0,16018.81,39783.5,0.0,0.0,552.0,0.0,442.72,21219.6901,12242.8638,0.0,37148.0,0.0,19.1686,3713.22,2979.0,5370.0,16717.9215,69107.0,14853.5,0.0,12600.0,4416.0,2558.0,0.0,753.615
1885,45485.0,43204.0,81196.0,5065.7,21795.0,11300.0,0.0,9130.0,74728.0,189736.0,154539.0,18458.0,45843.44,10149.321,218563.0,195765.0,0.0,2235.0,24840.0,53707.0,16076.0,306818.0,3209.0,20630.0,9304.0,44802.0,67853.0,11281.75,20127.0,11330.0,27113.0,21940.0,21722.0,0.0,5270.0,0.0,21735.0,12786.09,29278.5,0.0,159147.0,3931.0,0.0,0.0,3418.4874,11529.0084,0.0,38914.0,0.0,3190.6051,,2995.5,11310.0,16.0,69689.0,15576.0,3683.0,24670.0,10399.0,2194.0,0.0,362.5521
1886,22966.0,43136.0,80903.0,5019.81,22580.0,10270.0,5310.0,26940.0,73835.0,160498.0,159884.0,13356.0,42932.39,11003.636,247142.0,191200.0,21925.0,1801.0,19710.0,53635.0,17668.0,306528.0,0.0,71190.0,9358.0,45755.0,67361.0,11751.63,19396.0,27530.0,73479.0,74595.0,74025.0,1444.6,8670.5,0.0,21625.0,12821.12,49942.0,0.0,267186.0,9627.0,0.0,1350.29,19485.2627,11394.9503,0.0,73251.0,3320.0,2384.415850000001,12371.07,18657.0,15340.0,16422.3404,69561.0,14334.0,17961.0,27600.0,4070.0,2252.0,0.0,2477.5829
1887,0.0,43221.0,81074.0,4757.79,13965.5,8210.0,0.0,7860.0,62869.0,150613.0,109281.0,19189.0,33436.9,10033.2,49596.0,168618.0,20924.0,0.0,19910.0,53738.0,16964.0,272825.0,0.0,13460.0,9390.0,51393.0,68041.0,12128.6,20415.0,13010.0,49350.0,45219.0,44644.0,2455.3,8661.0,21004.0,21831.0,16474.8,39916.5,0.0,0.0,0.0,0.0,0.0,4840.36,13360.6,0.0,36994.0,0.0,0.0,0.0,2904.0,3480.0,15782.3,69100.0,15170.0,10995.0,13800.0,1632.0,2519.0,0.0,21033.0
1888,22980.0,42904.0,79190.0,5735.83,33605.0,24140.0,5510.0,19680.0,79954.0,208167.0,216871.0,5022.0,41609.52,10886.2712,180320.0,188664.0,0.0,6866.0,24810.0,53234.0,15388.0,307279.0,0.0,62980.0,9358.0,43731.0,66518.0,11735.37,19421.0,36100.0,119270.0,103397.0,102586.0,2765.27,6073.5,20712.0,49417.0,13297.27,69689.0,0.0,56950.0,1644.0,22012.6639,516.83,6911.5433,10838.5868,0.0,37359.0,117038.0,1401.37445,5589.12,9983.0,18510.0,14399.1539,68326.0,18590.5,29372.5,44460.0,8179.0,5026.0,0.0,0.0
1889,22604.0,42920.0,81259.0,5545.82,17720.0,13350.0,5258.0,9200.0,79216.0,213768.0,161225.0,5482.0,45030.99000000001,10778.4908,169769.0,188616.0,0.0,6688.0,19600.0,53707.0,0.0,308294.0,0.0,31710.0,9392.0,44362.0,67018.0,11708.35,20019.0,13660.0,117893.0,103868.0,102654.0,0.0,10542.5,20826.0,24706.0,12911.16,53261.5,0.0,0.0,0.0,0.0,9264.5,2572.3844,10982.0362,0.0,37302.0,0.0,9520.99455,20797.95,2919.0,9330.0,2232.7727,69060.0,18627.0,13217.0,27750.0,7552.0,2536.0,0.0,0.0
1890,23400.0,43125.0,81359.0,8935.03,22805.5,8360.0,5266.0,9870.0,52530.0,148982.0,50149.0,18761.0,44659.67,10160.3852,205487.0,194654.0,0.0,2598.0,27620.0,53456.0,11779.0,221392.0,3405.0,16040.0,9357.0,48940.0,67567.0,12178.06,19457.0,16220.0,52169.0,48890.0,48403.0,1468.21,9924.5,0.0,32317.0,12958.49,43056.0,0.0,206694.0,605.0,0.0,104.59,2290.294,11189.4404,0.0,72317.0,20812.0,287.91915,1784.73,3177.0,7240.0,16172.0534,69826.0,11106.5,19584.0,0.0,4382.0,2689.0,0.0,1708.8764
1891,23433.0,43169.0,81276.0,9035.85,28828.5,8350.0,5259.0,14800.0,50203.0,124776.0,104186.0,18757.0,44353.86,10314.5784,214596.0,194193.0,21836.0,2542.0,22590.0,53476.0,11922.0,221587.0,1978.0,42850.0,9359.0,49518.0,67571.0,12117.94,19085.0,22740.0,78538.0,51261.0,50702.0,1486.38,9903.0,0.0,32321.0,13193.6,46708.5,0.0,215807.0,5706.0,0.0,901.72,4289.4236,11725.1567,0.0,70357.0,44969.0,296.89815,3895.53,14459.0,11530.0,18662.893,69725.0,11119.5,23555.0,29700.0,4389.0,2769.0,0.0,960.3021
1892,0.0,43212.0,80929.0,9693.61,22716.5,7820.0,5325.0,26940.0,102339.0,197603.0,170374.0,15850.0,32771.869999999995,8315.8292,95747.0,189631.0,20088.0,6584.0,19780.0,53820.0,18197.0,369140.0,209.0,64020.0,36676.0,41353.0,70444.0,11929.12,19286.0,33560.0,78243.0,48971.0,48759.0,1699.54,8810.0,20893.0,29574.0,12629.82,69088.0,0.0,0.0,1421.0,0.0,0.0,26459.1011,12226.351999999999,0.0,37681.0,119479.0,1.3083,58.55,2927.0,17270.0,16977.178,67984.0,17642.0,11282.5,43100.0,1609.0,7909.0,0.0,15626.5813
1893,22518.0,43315.0,80795.0,5025.55,26445.5,24580.0,4945.0,16700.0,76041.0,120390.0,154043.0,11970.0,30718.72,10045.6174,233977.0,173881.0,21706.0,1764.0,21670.0,51699.0,16303.0,307733.0,0.0,57580.0,9366.0,48863.0,67825.0,11986.07,20788.0,24710.0,82589.0,71427.0,71059.0,2508.99,4504.5,0.0,21683.0,13421.28,47190.0,476.0,230062.0,26000.0,0.0,2064.69,5621.1892,12111.8205,0.0,73284.0,0.0,6513.2469999999985,11384.06,9994.5,10460.0,16522.8697,69953.0,11939.5,24443.5,27860.0,4184.0,2151.0,0.0,22680.0027
1894,0.0,43561.0,81898.0,3587.39,14947.5,11470.0,0.0,0.0,75645.0,199721.0,51531.0,19140.0,36788.14,10778.1086,65658.0,170609.0,0.0,7075.0,19710.0,53955.0,15321.0,126863.0,0.0,17650.0,5917.0,47219.0,67982.0,12655.56,20073.0,0.0,48521.0,41163.0,41315.0,0.0,4171.0,21060.0,21651.0,14864.15,58588.0,0.0,0.0,22211.0,0.0,4960.95,778.3180999999997,14175.6871,0.0,37246.0,0.0,7292.89365,16063.12,2952.5,7110.0,18514.2157,69992.0,21528.0,6534.0,0.0,8178.0,2375.0,0.0,0.0284
1895,23541.0,43320.0,81584.0,5927.11,16105.5,11780.0,4027.0,3050.0,53918.0,176001.0,105494.0,5477.0,45711.95,10778.4026,151210.0,192274.0,0.0,7079.0,19200.0,53780.0,0.0,165100.0,23.0,8830.0,9382.0,46906.0,67533.0,12103.6,20601.0,0.0,115849.0,99423.0,98456.0,611.9,7531.5,21037.0,21954.0,13953.82,49013.0,0.0,0.0,32757.0,0.0,13808.42,28327.4495,12378.5184,0.0,37196.0,0.0,13823.75145,34071.04,3010.5,6500.0,2432.5305,69443.0,18510.5,12424.5,10240.0,7971.0,3410.0,0.0,3596.2935
1896,0.0,42713.0,79909.0,5067.29,16084.5,7830.0,4877.0,2260.0,77262.0,212033.0,108235.0,19227.0,31155.74,8304.2456,108003.0,186716.0,19260.0,6223.0,19460.0,53753.0,14591.0,275936.0,890.0,39030.0,9349.0,44881.0,70287.0,11376.68,19754.0,12450.0,32401.0,22581.0,21916.0,1168.98,1837.5,20798.0,21826.0,12161.88,49486.0,476.0,0.0,36691.0,0.0,15984.07,12341.8483,11562.2898,0.0,37994.0,0.0,15200.60485,35325.67,3439.0,11140.0,16174.0775,68008.0,14562.5,32083.5,13810.0,1718.0,2548.0,0.0,2303.0112
1897,45337.0,43065.0,80532.0,6061.68,22502.5,7810.0,15.0,9660.0,57991.0,122191.0,150545.0,18316.0,46230.09,10037.0522,166052.0,188692.0,20530.0,7917.0,18860.0,53326.0,17883.0,220820.0,0.0,22420.0,9348.0,47403.0,66987.0,11798.63,18656.0,13340.0,79472.0,72795.0,72309.0,0.0,3358.0,0.0,21845.0,12889.22,43349.0,0.0,162927.0,21876.0,0.0,6260.29,12958.7857,11385.9854,13355.0,74363.0,36862.0,4672.70835,20268.12,24919.0,6190.0,2928.8239,69317.0,14561.0,222.0,15050.0,6669.0,2390.0,0.0,0.0
1898,43560.0,43182.0,82111.0,7163.55,22397.0,11250.0,1499.0,8770.0,75746.0,217114.0,165193.0,19131.0,45156.17,10152.3492,121866.0,194314.0,20819.0,6886.0,19180.0,53817.0,18560.0,164874.0,0.0,41470.0,9454.0,39505.0,67870.0,12181.62,19965.0,12440.0,81988.0,72474.0,72454.0,0.0,12338.5,0.0,32033.0,12329.74,50119.5,0.0,156212.0,35032.0,0.0,13313.55,23107.5495,12772.3026,0.0,37900.0,109500.0,15415.1759,29690.72,3121.0,14800.0,23727.3359,69344.0,18490.0,9341.0,29510.0,8919.0,2391.0,0.0,4996.7405
1899,23879.0,43558.0,81691.0,5294.84,33643.0,26040.0,5401.0,27480.0,77092.0,223118.0,216936.0,5513.0,38763.33,11765.5664,238284.0,198668.0,21831.0,6991.0,31750.0,53872.0,18780.0,245491.0,0.0,77010.0,16871.0,46496.0,68430.0,12304.46,20802.0,39540.0,115829.0,103429.0,101042.0,852.02,11787.5,21053.0,21643.0,14767.1,67467.0,0.0,101895.0,19765.0,0.0,6799.09,0.0,12471.639,0.0,37351.0,88793.0,7799.549900000003,14314.98,13238.5,24850.0,19364.9128,70113.0,18574.0,2074.0,44400.0,8231.0,5985.0,0.0,1664.9202
1900,23802.0,43272.0,80991.0,6165.99,27385.0,12740.0,3000.0,5630.0,70477.0,121907.0,102878.0,18438.0,41972.76,10389.0192,245155.0,168409.0,18329.0,2787.0,18860.0,53749.0,17706.0,276281.0,0.0,18160.0,16783.0,49715.0,67094.0,12178.86,19596.0,15140.0,52766.0,48025.0,47557.0,527.26,5925.5,0.0,29620.0,12985.66,37167.0,0.0,202861.0,40193.0,21199.917999999998,18221.13,26471.5719,11404.7583,13456.0,74271.0,0.0,14974.38535,38562.89,9546.0,7170.0,14277.2834,69572.0,10855.5,17528.0,12700.0,4211.0,2390.0,0.0,0.0
1901,0.0,43417.0,81807.0,5088.86,21771.0,12230.0,0.0,8230.0,78740.0,222815.0,154165.0,19412.0,29778.45,10397.6432,163483.0,194290.0,0.0,7235.0,20190.0,53837.0,15345.0,307262.0,0.0,41410.0,9349.0,43782.0,67970.0,12091.33,20629.0,12610.0,119249.0,103602.0,103396.0,1216.98,4057.5,21054.0,21844.0,14671.26,58046.5,0.0,24719.0,30683.0,0.0,11108.91,0.0,13744.9719,0.0,37298.0,0.0,13700.66915,26569.32,7420.5,12130.0,6356.7744,69455.0,19759.0,28522.5,14410.0,7949.0,2531.0,0.0,23539.175
1902,23914.0,43317.0,57701.0,5576.04,4398.0,7840.0,1926.0,0.0,23447.0,95999.0,0.0,18414.0,39675.64,10164.8638,178896.0,126179.0,0.0,2693.0,19710.0,53763.0,11808.0,221199.0,0.0,0.0,9395.0,50146.0,67657.0,10664.78,19555.0,0.0,46626.0,42087.0,41485.0,670.0700000000003,2254.0,0.0,21656.0,13939.29,28530.0,0.0,144351.0,14483.0,22347.8564,4864.21,27711.6673,12476.2009,13524.0,74220.0,0.0,3998.06115,23223.39,3457.5,0.0,58.6306,70543.0,16078.0,1065.5,0.0,4362.0,2527.0,0.0,11344.2869
1903,0.0,43066.0,82004.0,7760.189999999998,4955.0,23970.0,4444.0,0.0,20127.0,69163.0,51783.0,18764.0,31447.08,8746.039399999998,41457.0,179894.0,0.0,7062.0,22800.0,53836.0,14832.0,333389.0,6183.0,12410.0,9395.0,46718.0,71142.0,12418.48,20049.0,0.0,28414.0,21491.0,21033.0,570.99,8880.5,21119.0,31196.0,13217.31,35168.0,0.0,0.0,1.0,0.0,0.0,17846.159,13236.923999999999,0.0,37704.0,0.0,0.0,0.0,3100.5,3800.0,14820.0748,69500.0,16182.0,28694.5,0.0,2100.0,3462.0,0.0,19740.6237
1904,0.0,43329.0,80357.0,4177.5,5607.0,12320.0,0.0,7450.0,78005.0,152923.0,51677.0,19103.0,38848.28,10296.37,93403.0,173427.0,0.0,7257.0,19370.0,53838.0,18246.0,126591.0,0.0,4330.0,9345.0,47789.0,67994.0,12529.47,20212.0,830.0,77820.0,67433.0,66949.0,0.0,3202.5,0.0,21657.0,13067.56,47682.5,0.0,127853.0,36882.0,0.0,11067.21,0.0,11925.1627,0.0,38204.0,0.0,15051.15215,33762.5,3323.0,360.0,4985.4258,70413.0,18523.0,29110.5,0.0,6337.0,2330.0,0.0,8513.8209
1905,2770.0,43108.0,81630.0,6016.94,16384.0,11300.0,783.0,0.0,54793.0,120067.0,102770.0,19152.0,38206.86,10280.6508,59890.0,190979.0,0.0,7233.0,19210.0,53810.0,17465.0,126396.0,5941.0,11460.0,9364.0,38863.0,67720.0,12556.08,19931.0,0.0,82405.0,76309.0,75074.0,805.47,9890.0,0.0,43462.0,11671.91,39017.0,0.0,93648.0,4935.0,0.0,1209.43,14857.6744,12924.8757,0.0,38103.0,17500.0,2533.6717,5833.55,3094.5,3890.0,2225.4841,69297.0,18517.0,29493.5,10320.0,6420.0,2373.0,0.0,287.2687
1906,23536.0,43478.0,81824.0,7406.42,11686.5,12810.0,0.0,7510.0,50551.0,145976.0,98480.0,18427.0,38399.98,10156.3476,178362.0,197447.0,0.0,2672.0,19320.0,53913.0,18442.0,166457.0,255.0,16540.0,9322.0,51456.0,68236.0,11813.05,20041.0,11690.0,80185.0,69394.0,68992.0,0.0,6014.0,0.0,21651.0,13945.2,39366.0,0.0,161125.0,10567.0,0.0,0.0,10197.9264,12813.3293,0.0,38089.0,1.0,1631.03885,,3158.5,6800.0,9545.4092,70312.0,16367.5,0.0,11880.0,6772.0,2340.0,0.0,22222.4705
1907,23469.0,43146.0,80524.0,3972.45,0.0,7960.0,941.0,2340.0,59532.0,100717.0,47448.0,14198.0,35256.47,9912.0238,80638.0,162621.0,18888.0,7741.0,19150.0,53750.0,18071.0,215640.0,0.0,1860.0,5908.0,44620.0,67578.0,11909.05,20269.0,0.0,94157.0,73228.0,71941.0,0.0,4231.5,20936.0,21836.0,13360.49,34977.5,0.0,24866.0,36168.0,0.0,13700.18,26505.1238,10322.4466,0.0,37998.0,2.0,13525.35185,35536.33,3151.5,0.0,2246.0146,69525.0,18511.0,2216.0,0.0,7084.0,2325.0,0.0,21085.2592
1908,0.0,43048.0,80241.0,9520.94,22523.0,9360.0,4965.0,19570.0,47561.0,135889.0,158631.0,10621.0,27307.96,7687.365,55540.0,147394.0,20490.0,7300.0,19900.0,53840.0,15803.0,333201.0,2264.0,28800.0,23951.0,45492.0,70376.0,12053.45,19883.0,28720.0,78009.0,66461.0,66431.0,1669.9,8733.0,20922.0,29618.0,12698.9,37852.5,0.0,0.0,27122.0,0.0,8925.24,25963.1992,12381.3348,0.0,38003.0,96809.0,12637.96085,32471.85,3033.5,5940.0,6401.8291,67684.0,14888.5,25976.5,28500.0,1522.0,3496.0,0.0,3690.2694
1909,45657.0,43154.0,81108.0,10919.98,18200.0,7390.0,5421.0,17350.0,40616.0,101221.0,149498.0,17644.0,38166.12,10651.0418,114608.0,174842.0,0.0,8216.0,18990.0,53804.0,17394.0,166239.0,2759.0,42540.0,30854.0,48325.0,67156.0,11906.7,19566.0,14130.0,78454.0,59064.0,58893.0,789.15,3608.0,0.0,44460.0,13049.83,48620.5,0.0,104622.0,27342.0,0.0,11551.26,7226.188199999998,11462.4454,13300.0,74383.0,87205.0,11801.2281,25445.76,4012.5,11300.0,2370.4623,69522.0,12179.0,25769.0,14900.0,7095.0,5917.0,0.0,3636.2424
1910,23678.0,43261.0,81145.0,4895.67,18361.0,14800.0,49.0,11800.0,59532.0,103783.0,161754.0,19467.0,40409.54,10784.3806,106984.0,172731.0,20931.0,7075.0,19780.0,53790.0,17352.0,332033.0,0.0,27640.0,9391.0,45738.0,67944.0,12255.43,20703.0,10220.0,106756.0,84334.0,84165.0,1195.22,3876.0,20993.0,21644.0,16328.62,59381.5,0.0,420.0,0.0,0.0,0.0,842.4497,13374.7306,0.0,37143.0,0.0,0.0,0.0,3025.5,9980.0,9665.2176,69389.0,17850.0,25783.5,26620.0,6444.0,2520.0,0.0,8715.6828
1911,47291.0,43619.0,81984.0,7450.09,28359.0,25620.0,491.0,24640.0,75833.0,159372.0,212944.0,18779.0,45110.59,11046.2758,242465.0,196767.0,22295.0,7660.0,28710.0,51838.0,6905.0,306872.0,0.0,87070.0,17208.0,47392.0,68035.0,10818.93,19819.0,35840.0,110103.0,92144.0,90346.0,2003.24,10565.0,0.0,29630.0,13450.07,49387.0,476.0,234945.0,16273.0,15286.8306,0.0,930.5060000000001,11670.3653,0.0,36662.0,83873.0,7448.893749999998,,10233.5,16990.0,26657.07,70441.0,12840.0,15064.0,44410.0,10561.0,2433.0,9398.0,19412.2421
1912,23428.0,43299.0,81814.0,6183.56,33345.5,24640.0,5270.0,24070.0,54897.0,176806.0,222098.0,5502.0,41394.14,11750.0334,237070.0,194324.0,21518.0,7025.0,41470.0,53878.0,16392.0,306985.0,0.0,72420.0,17209.0,48056.0,67978.0,12296.17,20458.0,28040.0,119346.0,99512.0,98319.0,2546.97,11654.5,21049.0,21825.0,14447.75,67197.0,0.0,73127.0,0.0,5302.1748,0.0,1671.6287,12552.1948,0.0,38201.0,43360.0,0.0,120.12,10142.0,16400.0,19327.8555,70060.0,18574.5,702.0,42950.0,8383.0,4786.0,0.0,0.0
1913,0.0,43231.0,81221.0,3586.36,2776.0,8370.0,0.0,0.0,50920.0,37535.0,0.0,19028.0,27363.22,9167.6354,40442.0,168175.0,0.0,6624.0,19600.0,53734.0,17875.0,221431.0,0.0,7050.0,5926.0,49546.0,70953.0,11953.87,20426.0,0.0,49830.0,48253.0,48045.0,1383.42,1987.0,20978.0,11970.0,12791.85,34276.0,0.0,0.0,33720.0,0.0,17298.42,2376.4546,12690.6659,0.0,37001.0,714.0,15356.42365,35766.96,3063.5,0.0,6899.4063,68620.0,17343.5,29972.0,0.0,3822.0,2548.0,0.0,15562.5475
1914,25520.0,43300.0,82064.0,4807.58,23586.5,11860.0,0.0,4200.0,75827.0,178705.0,103013.0,18486.0,37316.55,8917.264999999998,210195.0,179801.0,0.0,7925.0,29080.0,51839.0,18123.0,166101.0,6.0,43600.0,9379.0,45536.0,67953.0,11934.62,20288.0,13620.0,49186.0,43389.0,42730.0,410.06,7384.5,0.0,21659.0,13239.9,49030.5,0.0,176823.0,29275.0,0.0,0.0,18840.4412,12060.7777,0.0,38199.0,20129.0,15348.9339,,3088.5,11530.0,16486.0956,69540.0,18610.0,20864.5,28060.0,10513.0,2286.0,0.0,13022.8302
1915,45807.0,43231.0,82047.0,6127.16,23473.5,11250.0,1502.0,25000.0,74311.0,172435.0,157064.0,19154.0,43955.14,9908.054800000002,226890.0,191292.0,20369.0,7370.0,21700.0,53782.0,18396.0,306481.0,0.0,82030.0,9376.0,44389.0,67710.0,11872.95,19670.0,35640.0,90115.0,77569.0,76969.0,2634.09,3838.0,0.0,21813.0,12405.54,57702.0,0.0,245132.0,1146.0,20893.0633,0.0,24539.0623,12631.9969,0.0,37900.0,86167.0,170.60395,1916.72,9958.0,17430.0,18300.4908,69352.0,18542.5,21061.5,42960.0,6506.0,4949.0,0.0,1690.6857
1916,23379.0,43087.0,80831.0,8533.889999999998,15653.0,7840.0,3925.0,1960.0,19625.0,31154.0,95055.0,18437.0,44378.69,10391.6456,177714.0,189857.0,0.0,1184.0,18910.0,53742.0,12518.0,307402.0,1744.0,24810.0,16753.0,47693.0,67568.0,12066.7,19557.0,0.0,32364.0,43072.0,42329.0,0.0,1567.0,0.0,22104.0,12703.98,37801.0,0.0,178833.0,38408.0,0.0,17400.36,28481.4246,10730.8684,0.0,74008.0,38597.0,15197.39705,34358.0,3199.5,8240.0,1125.3744,69650.0,10625.5,24728.0,10780.0,1703.0,2584.0,0.0,285.0072
1917,23875.0,43548.0,82202.0,5082.94,21809.0,11280.0,0.0,24060.0,81880.0,222968.0,211039.0,19136.0,42976.76,11764.998,118014.0,199622.0,22410.0,6749.0,20170.0,53872.0,15312.0,306992.0,0.0,67420.0,9387.0,44966.0,68112.0,12625.47,20617.0,28280.0,87161.0,80045.0,79506.0,0.0,4081.5,21084.0,29507.0,14678.46,70100.5,476.0,22959.0,1661.0,0.0,11.71,3399.1048,14038.1978,0.0,37252.0,63030.0,195.56475,2514.48,7404.0,16680.0,19264.3768,69907.0,21632.0,0.0,46600.0,8197.0,2379.0,0.0,3073.8505
1918,46528.0,43259.0,81186.0,8918.58,30988.0,7810.0,5329.0,17980.0,74880.0,173314.0,221780.0,18014.0,44225.93,10899.5502,233423.0,191284.0,20926.0,3518.0,28710.0,53903.0,15863.0,221353.0,0.0,60010.0,36309.0,48125.0,67308.0,12045.22,19756.0,22110.0,112911.0,98968.0,97000.0,5653.6,7364.0,0.0,43471.0,13486.43,49430.5,0.0,164643.0,11724.0,0.0,3253.15,9885.1675,11876.0835,13312.0,74392.0,86275.0,5121.818600000001,13014.55,29212.0,14050.0,20178.9593,69851.0,14142.5,1499.0,41510.0,8317.0,5417.0,0.0,4110.9802
1919,0.0,43267.0,81482.0,3575.05,7792.5,9840.0,0.0,0.0,18667.0,81014.0,55062.0,19442.0,35218.5,10545.8486,42402.0,167731.0,0.0,6725.0,19750.0,53852.0,17667.0,220961.0,0.0,15470.0,5930.0,45918.0,67618.0,12180.19,20684.0,0.0,99218.0,74508.0,73900.0,959.37,2522.0,21042.0,21662.0,16517.49,40070.5,0.0,0.0,1533.0,0.0,704.42,22750.1206,13390.1714,0.0,37153.0,0.0,313.4494,6928.46,3003.0,3040.0,18278.8584,69604.0,18650.0,804.5,0.0,4944.0,2527.0,0.0,12604.2338
1920,0.0,43376.0,82863.0,6981.29,3987.5,11850.0,0.0,0.0,0.0,30354.0,51568.0,18763.0,31548.75,9101.3678,25340.0,163247.0,0.0,6974.0,20830.0,50713.0,18633.0,332956.0,0.0,14900.0,9408.0,52626.0,71077.0,12391.43,20406.0,0.0,51286.0,44024.0,43571.0,0.0,8733.5,21127.0,24625.0,13806.89,32321.5,0.0,0.0,34959.0,0.0,10263.58,9092.8284,11804.8001,0.0,37405.0,0.0,14722.812150000002,31439.25,3202.5,4930.0,7459.7986,69932.0,12890.5,29399.0,0.0,1574.0,3157.0,0.0,19579.0522
1921,0.0,43172.0,81601.0,3994.74,5448.5,10340.0,0.0,0.0,50674.0,138002.0,0.0,18923.0,39152.68,10386.6966,56271.0,174595.0,0.0,7328.0,19270.0,53835.0,17965.0,128278.0,6128.0,4470.0,9453.0,45130.0,67892.0,12353.33,19709.0,0.0,74474.0,61101.0,60890.0,0.0,12413.0,0.0,29794.0,12679.36,37995.5,0.0,149186.0,2406.0,0.0,0.06,22979.8688,11624.8165,0.0,37998.0,0.0,328.1251,1956.03,2969.5,0.0,21049.9205,69308.0,18558.5,9052.0,0.0,9038.0,2325.0,0.0,23594.2022
1922,22909.0,43127.0,80675.0,5019.42,22619.5,10290.0,5305.0,26980.0,72627.0,156525.0,111180.0,13362.0,43528.66,11027.4598,246447.0,191179.0,22094.0,1809.0,19740.0,54021.0,17712.0,307179.0,0.0,77330.0,9349.0,46010.0,67507.0,11757.43,19287.0,27620.0,74644.0,73445.0,73361.0,1485.5,8667.5,0.0,21637.0,12716.95,50458.0,0.0,267186.0,11713.0,0.0,2738.21,9233.7106,11577.3537,0.0,72959.0,19396.0,2258.05485,11543.96,18384.5,15370.0,16465.7977,69559.0,14361.0,23930.5,27660.0,4072.0,2246.0,0.0,739.1536999999997
